Hometown,lon,lat
"Clayton, Calif.",-121.9357925,37.9410341
"Monett, Mo.",-93.92761030000001,36.9197522
"Sheridan, Ark.",-92.39914089999999,34.3068334
"Wichita Falls, Texas",-98.4933873,33.9137085
"Kings Park, N.Y.",-73.2573369,40.88620900000001
"Pine Bluff, Ark.",-92.0033977,34.224908
"Berthoud, Colo.",-105.0810924,40.3083174
"Loch Lloyd, Mo.",-94.59598059999999,38.8322747
"Haughton, La.",-93.50406269999999,32.53265140000001
"Port Neches, Texas",-93.9585067,29.9913244
"Warren, Ohio",-80.81841659999999,41.2375569
"Stoneham, Mass.",-71.1001891,42.4816758
"Florissant, Mo.",-90.322614,38.789217
"Bullard, Texas",-95.320229,32.1398804
"Eau Claire, Wisc.",-91.4984941,44.811349
"Georgetown, Ky.",-84.55883109999999,38.2097967
"Boston, Mass.",-71.0588801,42.3600825
"Collinsville, Okla.",-95.83887659999999,36.3645384
"Montverde, Fla.",-81.673964,28.6002769
"Kearney, Neb.",-99.0816784,40.69933030000001
"Savannah, Texas",-96.9081597,33.2258526
"Golden, Colo.",-105.2210997,39.755543
"Kennett, Mo.",-90.0556493,36.2361762
"Kerrville, Texas",-99.1403189,30.0474332
"Tushka, Okla.",-96.16721319999999,34.3203693
"Quitman, Ark.",-92.2160457,35.3840424
"Edmond, Okla.",-97.47809540000002,35.6528323
"Hallsville, Texas",-94.5740934,32.504316
"Batesville, Ark.",-91.6409431,35.7696862
"Texarkana, Ark.",-94.0361745,33.4304827
"Jonesboro, Ark.",-90.7051346,35.835696
"Gravette, Ark.",-94.4518839,36.4222948
"Wichita, Kan",-97.33005299999999,37.68717609999999
"Lockport, Ill.",-88.05783699999999,41.5894752
"Ballwin, Mo.",-90.54623389999999,38.5950532
"La Joya, Texas",-98.4814092,26.2470165
Benton Ark.,-92.58537799999999,34.5693083
"Foreman, Ark.",-94.3920665,33.72165409999999
"Barrington, Ill.",-88.1361888,42.1539141
"Dunnellon, Fla.",-82.46093309999999,29.0491426
"Centralia, Wash.",-122.9542972,46.7162136
"Farmington, Ark.",-94.25410310000001,36.0391066
"Shelbyville, Ill.",-88.7900689,39.4064284
"White Hall, Ark.",-92.0894498,34.2715181
"St. Josheph, Ill.",-88.04170479999999,40.1117007
"Wynne, Ark.",-90.7871653,35.2236114
"Manhattan, Kan.",-96.57166939999999,39.18360819999999
"Quitman, Ga.",-83.5598811,30.7849191
"Double Oak, Texas",-97.1105669,33.065122
"Nederland, Texas",-93.9923965,29.9743803
"Kimberling City, Mo.",-93.4168531,36.6333962
"Magnolia, Tex.",-95.75078150000002,30.2093794
"Maize, Kan.",NA,NA
"Katy, Tex.",-95.8245093,29.7857765
"Mesquite, Texas",-96.5991593,32.76679550000001
"Houston, Tex.",-95.3698028,29.7604267
"Pharr, Tex.",-98.1836216,26.1947962
"Midlothian, Texas",-97.01031809999999,32.475335
"South El Monte, Calif.",-118.0467339,34.0519548
"Lucas, Texas",-96.5766577,33.0842854
"Paragould, Ark.",-90.48867969999999,36.0525622
"Culver City, Calif.",-118.3964665,34.0211224
"Wynee, Ark.",-90.7871653,35.2236114
"Conway, Ark.",-92.4366522,35.0917506
"Pharr, Texas",-98.1836216,26.1947962
"Harrisburg, Ark.",-90.7243359,35.5639977
"Leander, Texas",-97.8530686,30.5788055
"Mena, Ark.",-94.2363689,34.5842244
"Carol Stream, Ill.",-88.13479269999999,41.91252859999999
"Chapel Hill, Tenn.",-86.6933305,35.6264581
"Winter Haven, Fla.",-81.7328567,28.0222435
"White House, Tenn.",-86.6654844,36.46874320000001
"Oxnard, Calif.",-119.1770516,34.1975048
"East End, Ark.",-92.3409861,34.5506494
"Murrieta, Calif.",-117.2139232,33.5539143
"Downey, Calif.",-118.1331593,33.9401088
"Choctaw, Okla.",-97.2689212,35.4975625
"Garden Plain, Kan.",-97.6840413,37.6631733
"Topeka, Kan.",-95.67515759999999,39.0473451
"Fort Smith, Ark.",-94.42096459999999,35.3843722
"Land O'Lakes, Fla.",-82.45759380000001,28.2188992
"Horseheads, N.Y.",-76.8205119,42.167019
"Karnes City, Texas",-97.9008355,28.8849772
"Fort Collins, Colo.",-105.084423,40.5852602
"Mittie, La.",-92.9068183,30.7068632
"Valley, Neb.",-96.3465622,41.3110284
"Sioux Falls, S.D.",-96.731265,43.5460223
"Paris, Ark.",-93.7299209,35.29212
"New Boston, Texas",-94.4154787,33.4598415
"Scottsdale, Ariz.",-111.9216734,33.4948764
"Cave Creek, Ariz.",-111.9507042,33.8333716
"Madison, Ark.",-90.72245559999999,35.0131747
"Lepanto, Ark.",-90.33105169999999,35.6134185
"DeSoto, Texas",-96.8570738,32.5896998
"Arlington, Tex.",-97.10806559999999,32.735687
"Abuja, Nigeria",7.398574,9.0764785
"Columbia, Mo.",-92.3340724,38.9517053
"Lawrence, Kan.",-95.2352501,38.9716689
"El Dorado, Ark.",-92.66557159999999,33.207471
"Abidjan, Ivory Coast",-4.0082563,5.3599517
"Campti, La.",-93.1182202,31.8934954
"Columbia, Ill.",-90.2012239,38.44366369999999
"Forrest City, Ark.",-90.7852312,35.0092581
"Fort Wayne, Ind.",-85.1393513,41.079273
"Wilson, N.C.",-77.91112369999999,35.7258286
"Republic, Mo.",-93.4801942,37.1200526
"Desoto, Texas",-96.8570738,32.5896998
Little Rock. Ark.,-92.2880157,34.7444618
"Maumelle, Ark.",-92.39775089999999,34.8700046
"Clarence, La.",-93.0296061,31.821552
"Junction City, Ark.",-92.7247684,33.0155568
"Jacksonville, Ark.",-92.1270445,34.8674331
"Buffalo Grove, Ill.",-87.9631308,42.1662831
"Jonesboro, Ark",-90.7051346,35.835696
"Mitchellville, Md.",-76.8201976,38.9382537
"Brookhaven, Ga.",-84.33712659999999,33.8650186
"Ada, Okla.",-96.6783449,34.774531
"Concord, Calif.",-122.0310733,37.9779776
"Morrilton, Ark.",-92.7437844,35.1526163
"Springfield, Mo.",-93.29229889999999,37.2089572
"Dakar, Senegal",-17.4676861,14.716677
"Dickinson, Texas",-95.0513172,29.4607876
"Hillside, N.J.",-74.2287333,40.6955044
"Flint, Mich.",-83.6874562,43.0125274
Shreveport. La.,-93.7501789,32.5251516
"Kennedale, Texas",-97.2258465,32.646801
"Gunter, Texas",-96.74749399999999,33.4478881
"St. Vincent, Ark.",-92.73155299999999,35.3011921
"Coffeyville, Kan.",-95.6163665,37.0373005
"Bixby, Okla.",-95.88332349999999,35.9420431
"Muskogee, Okla.",-95.3696909,35.7478769
"Ocilla, Ga.",-83.2504328,31.5943567
"Malvern, Ark.",-92.8123856,34.3624245
"Lyons, Kan.",NA,NA
"Davis Junction, Ill.",-89.0931574,42.10169190000001
"Sapulpa, Okla.",-96.1141664,35.9987007
"Mali, Africa",-3.996166,17.570692
"Frederick, Md.",-77.4105409,39.41426879999999
"Burnsville, Minn.",-93.27772259999999,44.7677424
"Lawton, Okla.",-98.39592909999999,34.6035669
"McGehee, Ark.",-91.383286,33.6107585
"Helena, Ark.",-90.5911996,34.5291892
"Meridian, Idaho",-116.3915131,43.6121087
"Middletown, Md.",-77.5447102,39.4437123
"Weatherford, Okla.",-98.7075744,35.5261633
"Vanoss, Okla.",-96.871961,34.7639735
"Eden Prairie, Minn.",-93.47078599999999,44.8546856
"Orange Park, Fla.",-81.706484,30.1660736
"Granada, Spain",-3.5984368,37.1774605
"Choctaw, Miss.",-89.1311937,32.8294273
"Derby, Kan.",-97.27017359999999,37.5479087
"Newton, Texas",-93.76006579999999,30.84857239999999
"La Mesa, Calif.",-117.0230839,32.7678287
"Nowata, Okla.",-95.6380341,36.700645
"Cut Off, La.",-90.3381361,29.5427168
"Mauldin, S.C.",-82.310119,34.77873
"Iowa City, Iowa",-91.53461689999999,41.6578257
"Manvel, Texas",-95.35799399999999,29.4627365
"Bainbridge, Ga.",-84.57546990000002,30.9037995
"Bendingo, Australia",144.2785764,-36.75961960000001
"DeQueen, Ark.",-94.341456,34.0367834
"Egg Harbor City, N.J.",-74.64793639999999,39.5287282
"Kailua, Hawai'i",-155.9962255,19.6419129
"Lahaina, Hawai'i",-156.6816195,20.882371
"West Palm Beach, Fla.",-80.0533746,26.7153424
"Heber Springs, Ark.",-92.030216,35.4914255
"Webb City, Mo.",-94.4630035,37.1464475
"Glendale, Ariz.",-112.1859866,33.5386523
"Pritchard, Ala.",-88.0896618,30.74515449999999
"Dumas, Ark.",-91.4835196,33.8834161
"McGregor, Texas",-97.4091792,31.4440557
"Argyle, Texas",-97.1833475,33.1212321
"Bend, Ore.",-121.3153096,44.0581728
"Maimi, Fla.",-80.1917902,25.7616798
"Ft. Lauderdale, Fla.",-80.13731740000001,26.1224386
"Victoria, Minn.",-93.6615338,44.8587227
"Bolivar, Mo.",-93.4104749,37.6144838
"S. Bernardino, Calif.",-117.2897652,34.1083449
"Hardy, Ark.",-91.4827573,36.3156298
"Svendborg, Denmark",10.607282,55.067434
"Haynesville, La.",-93.1401647,32.9620847
"Blanchard, Okla.",-97.6580935,35.1378441
"Pittsburg, Kan.",-94.70496,37.410884
"Oak Hill, Fla.",-80.8544974,28.8644338
"Corning, Ark.",-90.5864418,36.4113168
"Nashville, Ark.",-93.8470509,33.9482519
"Hollidaysburg, Pa.",-78.38890239999999,40.4272949
"Camden, Ark.",-92.8341045,33.5836341
"Charleston, Ark.",-94.0437396,35.2971909
"Clermont, Fla.",-81.77285429999999,28.5494447
"Marshall, Texas",-94.36741839999999,32.5448714
"Harvey, La.",-90.0772944,29.9035387
"Smackover, Ark.",-92.7250061,33.3648506
"Shepherd, Texas",-94.9966213,30.4977012
"Rixey, Ark.",-92.1690359,34.8159238
"Star City, Ark.",-91.8436049,33.9425588
"Greenwich, Conn.",-73.6281964,41.0262417
"Pompano Beach, Fla.",-80.1247667,26.2378597
"Batesville, Miss.",-89.9442567,34.3114982
"Urbandale, Iowa",-93.76074109999999,41.6293984
"Lamar, Ark.",-93.386996,35.4411202
"Rialto, Calif.",-117.3703235,34.1064001
"Celina, Texas",-96.7861518,33.3249364
"Helena-West Helena, Ark.",-90.5911996,34.5291892
"Ashdown, Ark.",-94.1316238,33.67426450000001
"Jenks, Okla.",-95.9683278,36.0228734
"Branson, Mo.",-93.21851439999999,36.6436731
"Festus, Mo.",-90.40329659999999,38.2135566
"Spring Grove, Ill.",-88.23647749999999,42.4436308
"Fordyce, Ark.",-92.41297460000001,33.8137295
"Kensett, Ark.",-91.668385,35.2334187
"Cary, Ill.",-88.24768499999999,42.21324990000001
"Punta Gorda, Fla.",-82.0453664,26.9297836
"Huffman, Texas",-95.08426100000001,30.0260425
"Greenwood, Ark",-94.2557922,35.2124772
"Booneville, Ark.",-93.92183089999999,35.1402167
"Gurdon, Ark.",-93.1527406,33.9198846
"Yoakum, Texas",-97.15193099999999,29.2877469
"Sardis, Miss.",-89.9159227,34.4370511
"Rison, Ark.",-92.19017769999999,33.9583798
"Warren, Ark.",-92.0715853,33.6099007
"San Clemente, Calif.",-117.6126004,33.4273521
"Marianna, Ark.",-90.7722536,34.7746203
"Jefferson, Texas",-94.34519259999999,32.7573626
"Crowley, Texas",-97.3625172,32.5790251
"Broken Arrow, Okla.",-95.7974526,36.060949
"Harrison, Ark.",-93.107405,36.2297712
"Rockdale, Texas",-97.00137439999999,30.6554759
"Rockford, Ill.",-89.0939952,42.2711311
"Crawfordville, Fla.",-84.37112069999999,30.19448389999999
"Lagrange, Ga.",-85.0322444,33.0362218
"Pacific Palisades, Calif.",-118.5155901,34.03563310000001
"Flomaton, Ala.",-87.260807,31.000182
"Hazen, Ark.",-91.58116439999999,34.780313
"Rockledge, Fla.",-80.72698539999999,28.3164498
"Cedartown, Ga.",-85.25658229999999,34.0112715
"Moore, Okla.",-97.48670279999999,35.3395079
"Royse City, Texas",-96.3324817,32.9751204
"Bogata, Texas",-95.2138351,33.4706655
"Sunset, La.",-92.0684539,30.4113095
"Parkin, Ark.",-90.5559028,35.2672371
"Leesburg, Ga.",-84.1707423,31.7321156
"Brownsville, Tenn.",-89.26229099999999,35.5939671
"Clarendon, Ark.",-91.30920859999999,34.69263979999999
"Siloam Springs, Ark.",-94.54156429999999,36.1859196
"Cambridge, Wisc.",-89.0164995,43.0036122
"Greenland, Ark.",-94.1740459,35.9941317
"Duncan, S.C.",-82.1451096,34.9378962
"Hope, Ark.",-93.5971381,33.66846719999999
"Ozark, Ark.",-93.8272262,35.4869588
"Haslet, Texas",-97.34779569999999,32.9748469
"Hudsonville, Mich.",-85.8650358,42.870859
"Wilmington, N.C.",-77.8868117,34.2103894
"Locust Grove, Ga.",-84.109083,33.3459495
"Independence, Mo.",-94.41550679999999,39.0911161
"Grove, Okla.",-94.76911860000001,36.5936863
"Big Sandy, Texas",-95.1088328,32.58375210000001
"Andover, Kan.",-97.1364294,37.7139041
"La Jolla, Calif.",-117.2712717,32.8328112
"Bay Village, Ohio",-81.92208450000001,41.4847662
"Arkadelphia, Ark.",-93.053544,34.120994
"Addison, Texas",-96.82916850000001,32.96179
"East St. Louis, Ill.",-90.1506465,38.624514
"Paris, Tenn.",-88.32671069999999,36.3020023
"Live Oak, Fla.",-82.98402000000002,30.2949457
"Clayton, N.C.",-78.4563914,35.650711
"Moody, Ala.",-86.49081679999999,33.5909365
"Henderson, Texas",-94.7993802,32.1532156
"Zapopan, Mexico",-103.416501,20.6719563
"Medellin, Colombia",-75.56581530000001,6.2476376
"Garza Garcia, Mexico",-100.4017501,25.6573447
"Ikast, DNK",9.154596999999999,56.136371
"Cedar Park, Texas",-97.8202888,30.505198
"Leon, Mexico",-101.6859605,21.1250077
"Kingfisher, Okla.",-97.9317203,35.861432
"Craigavon, South Africa",22.937506,-30.559482
"Lima, Peru",-77.042754,-12.0463731
"Guadalajara, Mexico",-103.3473385,20.6751707
"Skaneateles, N.Y.",-76.42910169999999,42.947011
"Fayeteville, Ark.",-94.16058389999999,36.0626579
"Córdoba, Argentina",-64.1887761,-31.42008329999999
"Bucaramanga, Colombia",-73.1227416,7.119349
"Clearwater, Fla.",-82.7958948,27.9655722
"Buenos Aires, Argentina",-58.3815591,-34.6036844
"El Dorado Hills, Calif.",-121.082167,38.6857367
Lake Mary. Fla.,-81.3178446,28.7588833
"Hossegor, France",-1.3976871,43.6646192
"Roskilde, Denmark",12.087845,55.64191
"Rio Cuarto, Argentina",-64.3493441,-33.1231585
"Mexico City, Mexico",-99.133208,19.4326077
"Addieville, Ill.",-89.4900881,38.391439
"Carlsbad, Calif.",-117.3505939,33.1580933
"Pachuca, Hidalgo, Mexico",-98.7591311,20.1010608
"Cape Town, South Africa",18.4240553,-33.9248685
"Calsbad, Calif.",-117.3505939,33.1580933
"Buckeye, Ariz.",-112.5837766,33.3703197
"Brighton, Michigan",-83.7802214,42.5294773
"Pereira, Colombia, South America",-75.690601,4.8087174
"Brighton, Mich.",-83.7802214,42.5294773
"Queretaro, Mexico",-100.3898881,20.5887932
"Ottawa, Ontario, Canada",-75.69719309999999,45.4215296
"Farmer's Branch, Texas",-96.89611509999999,32.9265137
"Barcelona, Spain",2.168568,41.3873974
"Llanharry, Wales",-3.429953,51.51476299999999
"Asuncion, Paraguay",-57.57592599999999,-25.2637399
"Goodyear, Ariz.",-112.3576567,33.4353394
"Eilat, Israel",34.951925,29.557669
"Noblesville, Ind.",-86.0085955,40.0455917
"Mission Hills, Kan.",-94.61690139999999,39.0177834
"Velenje, Slovenia",15.1106582,46.3622743
"Cumberland, Maine",-70.2585205,43.796573
Singapore,103.819836,1.352083
"Saskatchewan, Canada",-106.4508639,52.9399159
"Bethesda, Md.",-77.0947092,38.984652
"Lake Forrest, Ill.",-87.840625,42.2586342
"Forest, Va.",-79.289749,37.3637534
"Alma, Ark.",-94.22608679999999,35.4922086
"Spalding, Lincolnshire, Great Britain",-0.1537024,52.79010160000001
"Toowoomba, Australia",151.9506696,-27.5598212
"Godfrey, Ill.",-90.1867764,38.9556031
"Pace, Fla.",-87.1610807,30.5993603
"Ofallan, Mo.",-90.69984769999999,38.8106075
"Sevierville, Tenn.",-83.56183500000002,35.8681455
"Lincolnshire, England",-0.1601246,52.9451889
"Orting, Wash.",-122.2042824,47.0978795
"Aguascalientes, Mexico",-102.2915677,21.8852562
"Ellisville, Mo.",-90.5870686,38.5925532
"Narragansett, RI",-71.44950299999999,41.4500844
"Southaven, Miss.",-90.0022958,34.9918587
"Ormond Beach, Fla.",-81.0558894,29.2858129
"Basehor, Kan.",-94.9385762,39.1416692
"Bismarck, N.D.",-100.7876931,46.8054947
"The Colony, Texas",-96.8927532,33.0806341
"Cancun, Mexico",-86.8515279,21.161908
"Brookline, Mo.",-93.41612049999999,37.1781879
"Kirkwood, Mo.",-90.406785,38.5833862
"Preston, England",-2.70309,53.763201
"East Grand Forks, Minn.",-97.00934699999999,47.9311871
"Trieste, Italy",13.7768182,45.6495264
"West Des Moines, Iowa",-93.75938409999999,41.5638902
"Castle Rock, Colo.",-104.8560902,39.3722121
"Albuquerque, N.M.",-106.650422,35.0843859
"Lake Mary, Fla.",-81.3178446,28.7588833
"Billericay, England",0.418397,51.627903
"Pardubice, Czech Republic",15.7811994,50.0343092
"Crawfordsville, Ind.",-86.87445160000001,40.0411536
"Arezzo, Italy",11.8796336,43.46328390000001
"Jonesboro, Arkansas",-90.7051346,35.835696
"Bolton, United Kingdom",-2.4282192,53.57686469999999
"Opelika, Alabama",-85.3782795,32.6454116
"St. Louis, Missouri",-90.19940419999999,38.6270025
"Truckee, California",-120.1832533,39.327962
"Lake Mary, Florida",-81.3178446,28.7588833
"Fayetteville, Arkansas",-94.16058389999999,36.0626579
"Brookline, Missouri",-93.4094629,37.1734106
"Crawfordsville, Indiana",-86.87445160000001,40.0411536
"Pfafftown, N.C.",-80.3622436,36.1527249
"Bristow, Va.",-77.5367043,38.723303
"Parma, Italy",10.3279036,44.801485
"Virginia Beach, Va.",-75.97921939999999,36.8516437
"Truckee, Calif.",-120.1832533,39.327962
"Northampton, England",-0.8944420999999999,52.23706499999999
"Kyiv, Ukraine",30.5245025,50.4503596
"Liberec, Czech Republic",15.0543387,50.76627999999999
"South Beloit, Ill.",-89.0367763,42.4930708
"Wylie, Texas",-96.53911529999999,33.0062727
"Kayseri, Turkey",35.48259700000001,38.720489
"Plymouth, England",-4.1426565,50.3754565
"Oshkosh, Wis.",-88.5426136,44.0247062
"St. Cloud, Minn.",-94.16324039999999,45.5579451
"Visalia, Calif.",-119.2966367,36.3301329
"Nesbit, Miss.",-90.0089187,34.8821538
"Fairview, Texas",-96.6316593,33.1578952
"Westland, Mich.",-83.400211,42.32420399999999
"Peabody, Mass.",-70.9286609,42.5278731
"Hope, N.J.",-74.9673626,40.9111182
"Dix Hills, N.Y.",-73.3362298,40.8048207
"Chesterfield, Mich.",-82.8424208,42.6628105
"Elk River, Minn.",-93.5547381,45.303218
"Beach City, Texas",-94.8442859,29.7381591
"Kings Mountain, N.C.",-81.34119419999999,35.2451342
"Pearland, Texas",-95.2860474,29.5635666
"Porter, Texas",-95.2364276,30.1044506
"Brownsburg, Ind.",-86.39777350000001,39.8433769
"Sycamore, Ill.",-88.6867538,41.9889173
"Parkland, Fla.",-80.25322489999999,26.3107774
"South Lebanon, OH",-84.21326979999999,39.3708927
"West Chicago, Illinois",-88.2039607,41.8847507
"Belmont, N.C.",-81.0377936,35.2438483
"Hanover, Pa.",-76.9830358,39.8006553
"South Phoenix, Ariz.",-112.0734812,33.4067115
"Adrian, Mo.",-94.3516159,38.397518
"Carrolton, Texas",-96.8899636,32.9756415
"Kearney, Mo.",-94.3621703,39.3677802
"Roanoke, Texas",-97.2258483,33.0040126
"Renton, Wash.",-122.2079218,47.4796927
"Michigan City, Ind.",-86.8950297,41.70753939999999
"Gallatin, Tenn.",-86.4464143,36.3883928
"Farmington, Mo.",-90.4217895,37.7808846
"Las Cruces, N.M.",-106.7636538,32.3199396
"Evergreen, Colo.",-105.3172146,39.6333213
"Masarykova, Korycany, Czech Republic",17.1709668,49.1123183
"Murphy, Texas",-96.6130486,33.0151205
"Euless, Texas",-97.08195409999999,32.8370727
"Lowville, N.Y.",-75.4918505,43.786736
"Oak Ridge, Tenn.",-84.26964490000002,36.0103561
"Cornwall, Ontario",-74.730345,45.0212762
"Athens, Texas",-95.8555207,32.2048735
"Reykjavik, Iceland",-21.9407552,64.1469868
"Pflugerville, Texas",-97.6222665,30.4548451
"Muskegon, Mich.",-86.24839209999999,43.2341813
"London, Ontario, Canada",-81.2452768,42.9849233
"Cornwall, Ontario, Canada",-74.730345,45.0212762
"Seattle, WA",-122.3328481,47.6061389
"St-Lazare, Quebec, Canada",-74.137765,45.39981299999999
"Saint Peters, MO.",-90.6298922,38.7874699
"Spicewood, Texas",-98.15657399999999,30.4760499
"McAllen, Texas",-98.23001239999999,26.2034071
"Burleson, Texas",-97.3208492,32.5420821
"Lee’s Summit, MO.",-94.3821724,38.9108408
"St. Louis, MO.",-90.19940419999999,38.6270025
"Eagle Mountain, Utah",-112.006882,40.31411689999999
"Happy Valley, Ore.",-122.5125279,45.4412329
"Heath, Texas",-96.474987,32.8365147
"Delray Beach, Florida",-80.0728201,26.4614625
"Toronto, Ontario, Canada",-79.3831843,43.653226
"Novato, California",-122.5697032,38.1074198
"Marietta, Georgia",-84.5499327,33.95260200000001
"Littleton, Colorado",-105.0166498,39.613321
"Murfreesboro, Tennessee",-86.39027,35.8456213
"Broken Arrow, Oklahoma",-95.7974526,36.060949
"Fort Collins, Colorado",-105.084423,40.5852602
"Parker, Colorado",-104.7613633,39.5186002
"Wilkesboro, North Carolina",-81.1606401,36.1459649
"Overland Park, Kansas",-94.6707917,38.9822282
"Brampton, Ont., Canada",-79.7624177,43.7315479
"Jenks, Oklahoma",-95.9683278,36.0228734
"Escondido, California",-117.086421,33.1192068
"Centennial, Colorado",-104.8771726,39.5807452
"Seattle, Washington",-122.3328481,47.6061389
"Saint Peters, Missouri",-90.6298922,38.7874699
"Little Rock, Arkansas",-92.2880157,34.7444618
"Cape Coral, Florida",-81.9495331,26.5628537
"Jacksonville, Arkansas",-92.1270445,34.8674331
"Burnaby, British Columbia",-122.9805104,49.2488091
"Lookout Mountain, Ga.",-85.35773630000001,34.9775757
"Richmond Hill, Ontario",-79.4402808,43.8828401
"Tinmath, Colo.",-104.9852533,40.5291491
"Toronto, Ontario",-79.3831843,43.653226
"Wilkesboro, N.C.",-81.1606401,36.1459649
"Saint Peters, Mo.",-90.6298922,38.7874699
"Nassau, Bahamas",-77.3503609,25.0443312
"Hensley, Ark.",-92.2057037,34.5053723
"Manchester, Jamaica",-77.5160788,18.0669654
"La Vista, Neb.",-96.0431018,41.1798869
"Damascus, Ore.",-122.4589783,45.4176209
"Gloucester, Great Brittan",-2.238156,51.8642449
"Paola, Kansas",-94.8791294,38.5722353
"Elkins, Ark.",-94.0088348,36.0006514
"Mt. Ida, Ark.",-93.632955,34.5583545
"Monroe, Wis.",-89.6384532,42.60111939999999
"Freeport, Fla.",-86.1360517,30.4982516
"Le Roy, NY",-77.9841776,42.9783944
"Shawnee Mission, Kan.",-94.7151865,39.02284849999999
"Santiago, Chilie",-70.6692655,-33.4488897
"Highland Village, Texas",-97.0466759,33.091788
"Filley, Neb.",-96.535297,40.2861111
"Palatine, Ill.",-88.03424000000001,42.1103041
"Jacksonville, FL",-81.65565099999999,30.3321838
"Manchester, Great Britain",-2.2426305,53.4807593
"Gloucester, Great Britain",-2.238156,51.8642449
"Palo, Iowa",-91.79611179999999,42.0660485
"Paola, Kan.",-94.8791294,38.5722353
"Elkins,Ark.",-94.0088348,36.0006514
"Decorah, Iowa",-91.7857092,43.30330559999999
"Edinburg, Texas",-98.1633432,26.3017374
"Copenhagen, Denmark",12.5683371,55.6760968
"Marion, Ark.",-90.19721899999999,35.2144374
"Mahwah, N.J.",-74.1435843,41.0886216
"Freeport, Fla",-86.1360517,30.4982516
"Shawnee Mission, Kansas",-94.639296,38.8995248
"Rogers, Arkansas",-94.12569529999999,36.3335129
"Marion, Iowa",-91.5968958,42.033279
"Mead, Wash.",-117.3552741,47.7664789
"Boulder, Colo.",-105.2705456,40.0149856
"Le Roy, N.Y.",-77.9841776,42.9783944
"Hamilton, Bermuda",-64.7842417,32.2950716
"Syracuse, Utah",-112.0646657,41.0893878
"Converse, Texas",-98.30683979999999,29.5062414
"Moneta, Va.",-79.6195556,37.1826516
"Crossett, Ark.",-91.9611917,33.1240976
"Fort Pierce, Fla.",-80.3256056,27.4467056
"Glenpool, Okla.",-96.00888429999999,35.9553737
"Bloomingdale, Ill.",-88.0809036,41.9575285
"Chaska, Minn.",-93.60183889999999,44.7893446
"Moorpark, Calif.",-118.8820414,34.285558
"Issaquah, Wash.",-122.0326191,47.5301011
"Mitzpe Ramon, Israel",34.801898,30.610203
"Kapsabet, Kenya",35.0978385,0.202957
"St. Catherine, Jamaica",-77.0564464,18.0364134
"Binfield, England",-0.7880769999999999,51.43148799999999
"Soperton, Georgia",-82.5923554,32.37711820000001
"Bluff City, Tenn.",-82.2609685,36.4742705
"The Woodlands, Texws",-95.46113199999999,30.1657654
"Springdale, Arkansas",-94.13898309999999,36.1745404
"Edwardsville, Illinois",-89.95315699999999,38.8114364
"Charleston, Illinois",-88.1761521,39.4961458
"Hazel Crest, Illinois",-87.6944915,41.571701
"Rydebäck, Sweden",12.7721976,55.9654926
"Pittsburgh, Pennsylvania",-79.9958864,40.44062479999999
"Trenton, New Jersey",-74.759717,40.2205824
"Scarborough, Ontario, Canada",-79.2317521,43.7764258
"Chattanooga, Tennessee",-85.3093995,35.0457984
"Kalamazoo, Michigan",-85.5872286,42.2917069
"Brooklyn, New York",-73.9441579,40.6781784
"Tulsa, Oklahoma",-95.99277500000001,36.1539816
"Green Forest, Ark.",-93.43598759999999,36.33541659999999
"Buenos Aries, Argentina",-58.3815591,-34.6036844
"Marble Falls, Texas",-98.2729184,30.5782297
"Hatillo, Puerto Rico",-66.7962869,18.4383183
"Lewiston, Minnesota",-91.86932050000001,43.9844072
"Rahway, New Jersey",-74.2776468,40.60815909999999
"Tempe, Ariz.",-111.9400054,33.4255104
"Middletown, Ohio",-84.39827629999999,39.5150576
"Rocklin, Calif.",-121.2357828,38.7907339
"Benton, La.",-93.7418454,32.6948677
"Missouri Valley, Iowa",-95.88766969999999,41.5563785
"Nixa, Mo.",-93.294353,37.0433863
"Decatur, Ind.",-84.9291329,40.830603
"Okmulgee, Okla.",-95.9515399,35.6266957
"Neosho, Mo.",-94.36799599999999,36.8689554
"New Windsor, N.Y.",-74.02375180000001,41.4767605
"Chaguana, Trinadad & Tobago",-61.4114482,10.5168387
"Greenville, S.C.",-82.3940104,34.85261759999999
"North Andros, Bahamas",-78.0195387,24.7063805
"Oak Creek, Wisc.",-87.8631362,42.8858503
"Tontitown, Ark.",-94.2191982,36.1759952
"Capetown, South Africa",18.4240553,-33.9248685
"Dekalb, Ill.",-88.74991279999999,41.9295355
"Mentor, Ohio",-81.339552,41.6661573
"Scottsbluff, Neb.",-103.6671662,41.8666341
"Spring Branch, Texas",-98.4104996,29.8405513
"Marengo, Ill.",-88.6084269,42.2486332
"Fort Worth, TX",-97.3307658,32.7554883
"Rancho Santa Margarita, Calif.",-117.602832,33.640171
"Ontario,Canada",-85.3232139,51.253775
"Canyon, Texas",-101.9188024,34.9803342
"Geelong, Australia",144.3598426,-38.1492994
"Henrietta, N.Y.",-77.6128039,43.0592452
"Gardena, Calif.",-118.3089624,33.8883487
"Double Oaks, Texas",-97.1105669,33.065122
Trinidad & Tobago,-61.222503,10.691803
"Lubbock, Texas",-101.8456417,33.5845617
"Rancho Santa Margherita, Calif.",-117.602832,33.640171
"Northhampton, England",-0.8944420999999999,52.23706499999999
"Ontario, Canada",-85.3232139,51.253775
"Ste. Genevieve, Mo.",-90.0475582,37.9786618
